videoId,channelId,video_url
gb8m_nVcG1s,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=gb8m_nVcG1s
_h_4FA9UNjA,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=_h_4FA9UNjA
dUNNSTb12wM,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=dUNNSTb12wM
IsFh649fdwc,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=IsFh649fdwc
60IeyZF-Bpo,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=60IeyZF-Bpo
qKgBSiU1Ub8,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=qKgBSiU1Ub8
NsdciLKnpac,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=NsdciLKnpac
jbIXUxci-EE,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=jbIXUxci-EE
mNrSJJUAZgk,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=mNrSJJUAZgk
qdSPOAaGnDY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=qdSPOAaGnDY
ghpW_pOS3iY,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=ghpW_pOS3iY
6f8gM-iAQzM,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=6f8gM-iAQzM
3hpswDat2nE,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=3hpswDat2nE
hy_I2zjPCTs,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=hy_I2zjPCTs
O9dBXdp6pH4,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=O9dBXdp6pH4
bby5yG9udNM,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=bby5yG9udNM
ESEcgdBA3Pk,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=ESEcgdBA3Pk
r4zZapVsjL8,UCd6MoB9NC6uYN2grvUNT-Zg,https://www.youtube.com/watch?v=r4zZapVsjL8
